Application_ID,Age,Gender,State,Residence_Type,Monthly_Income,Employment_Status,Education_Level,Family_Members,Disability_Status,Application_Date,Eligibility_Score,Application_Status,Subsidy_Amount,level,state_ut,schemeCategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags
GOV-10077,69,Non-Binary,Illinois,Urban,3044.05,Student,,1,No,18-10-25,62,Rejected,0,Central,All India,Social Welfare,Grant,60000,6,64,500000,Any,Non-Binary,PG,Online,Gov Assistance Scheme - 961,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10078,45,Non-Binary,New York,Urban,1634.24,Unemployed,,3,Yes,26-04-25,15,Pending,2500,Central,All India,Agriculture,Grant,87000,14,62,500000,ST,Any,Vocational,Offline,Gov Assistance Scheme - 105,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10079,44,Female,California,Rural,1302.99,Public Sector,Primary,6,Yes,27-09-25,87,Under Review,0,Central,All India,Skill Development,Stipend,53000,19,72,500000,General,Non-Binary,PG,Offline,Gov Assistance Scheme - 135,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10080,39,Non-Binary,Illinois,Rural,1637.78,Student,Primary,6,Yes,20-11-25,64,Pending,500,Central,All India,Housing,Grant,68000,13,80,300000,Any,Female,PG,Online+Offline,Gov Assistance Scheme - 869,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10081,57,Female,Texas,Urban,1208.9,Unemployed,Tertiary,7,Yes,16-05-25,82,Approved,0,State,Texas,Social Welfare,Scholarship,49000,25,30,500000,Any,Non-Binary,PG,Online,Gov Assistance Scheme - 388,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10082,25,Non-Binary,California,Rural,2872.74,Unemployed,Primary,3,No,27-01-25,92,Pending,2500,Central,All India,Agriculture,Direct Benefit Transfer,76000,0,73,500000,OBC,Male,PhD,Offline,Gov Assistance Scheme - 602,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10083,21,Female,Florida,Urban,1713.69,Unemployed,,4,Yes,27-03-25,18,Pending,0,State,Florida,Healthcare,Grant,78000,4,43,300000,EWS,Male,School,Online+Offline,Gov Assistance Scheme - 114,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10084,73,Non-Binary,Florida,Rural,2973.52,Public Sector,Secondary,5,Yes,16-09-25,12,Rejected,1200,Central,All India,Skill Development,Stipend,76000,12,46,200000,EWS,Female,UG,Online,Gov Assistance Scheme - 834,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10085,74,Non-Binary,Florida,Rural,4970.26,Unemployed,,6,Yes,01-02-25,44,Pending,0,Central,All India,Agriculture,Direct Benefit Transfer,46000,7,41,500000,General,Any,Vocational,Online+Offline,Gov Assistance Scheme - 223,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10086,44,Female,Texas,Urban,1259.42,Public Sector,Primary,3,Yes,28-05-25,14,Under Review,0,Central,All India,Education & Learning,Scholarship,36000,12,56,800000,General,Non-Binary,Diploma,Offline,Gov Assistance Scheme - 264,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10087,82,Female,New York,Urban,3618.47,Student,,1,Yes,28-09-25,26,Rejected,1200,Central,All India,Skill Development,Stipend,59000,14,60,200000,EWS,Non-Binary,PG,Online,Gov Assistance Scheme - 301,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10088,68,Female,Florida,Rural,317.89,Self-Employed,Tertiary,1,Yes,20-11-25,86,Pending,0,Central,All India,Agriculture,Scholarship,58000,22,39,500000,Any,Female,PhD,Online,Gov Assistance Scheme - 462,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10089,64,Non-Binary,California,Urban,2092.94,Self-Employed,,4,No,03-04-25,5,Approved,2500,Central,All India,Healthcare,Subsidy,61000,15,78,500000,General,Non-Binary,Diploma,Online,Gov Assistance Scheme - 213,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10090,18,Female,New York,Urban,2645.32,Student,,2,No,11-02-25,13,Approved,0,Central,All India,Skill Development,Stipend,71000,12,70,800000,ST,Male,Vocational,Online+Offline,Gov Assistance Scheme - 187,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10091,47,Male,Illinois,Urban,1878.2,Public Sector,Primary,1,Yes,10-09-25,46,Approved,0,State,Illinois,Agriculture,Subsidy,83000,7,57,200000,EWS,Non-Binary,Higher Secondary,Online+Offline,Gov Assistance Scheme - 426,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10092,75,Female,Texas,Rural,3232.16,Self-Employed,,2,No,05-06-25,85,Approved,0,Central,All India,Healthcare,Direct Benefit Transfer,26000,4,34,800000,ST,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 314,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10093,39,Non-Binary,New York,Rural,3717.34,Public Sector,Primary,4,No,15-06-25,3,Rejected,0,Central,All India,Social Welfare,Subsidy,67000,18,37,300000,EWS,Any,Vocational,Online+Offline,Gov Assistance Scheme - 183,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10094,75,Male,Texas,Urban,3860.34,Public Sector,Tertiary,6,Yes,18-02-25,61,Rejected,500,State,Texas,Skill Development,Stipend,57000,9,41,200000,OBC,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 306,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10095,33,Male,Illinois,Urban,3301.55,Private Sector,,8,Yes,12-07-25,73,Approved,2500,Central,All India,Social Welfare,Direct Benefit Transfer,46000,10,39,200000,Any,Non-Binary,Vocational,Online,Gov Assistance Scheme - 650,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10096,30,Female,California,Rural,4641.47,Public Sector,Tertiary,5,Yes,11-10-25,44,Approved,0,Central,All India,Social Welfare,Stipend,81000,7,49,200000,OBC,Male,PhD,Online,Gov Assistance Scheme - 956,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10097,61,Non-Binary,Texas,Rural,186.3,Public Sector,Primary,3,No,11-09-25,24,Rejected,1200,State,Texas,Skill Development,Subsidy,86000,8,75,500000,ST,Any,PG,Online,Gov Assistance Scheme - 104,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10098,27,Non-Binary,New York,Urban,2007.87,Student,,3,No,03-10-25,89,Pending,0,State,New York,Agriculture,Scholarship,100000,16,46,200000,OBC,Any,Vocational,Online,Gov Assistance Scheme - 429,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10099,62,Female,Illinois,Urban,2561.41,Self-Employed,Primary,3,Yes,19-06-25,15,Under Review,0,Central,All India,Agriculture,Stipend,19000,25,52,800000,SC,Male,UG,Offline,Gov Assistance Scheme - 106,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10100,82,Male,Texas,Rural,1575.59,Self-Employed,Secondary,3,No,02-11-25,9,Under Review,500,State,Texas,Education & Learning,Grant,94000,21,40,300000,EWS,Non-Binary,PG,Online+Offline,Gov Assistance Scheme - 887,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10101,36,Non-Binary,Florida,Rural,3061.01,Student,Primary,2,Yes,07-09-25,8,Under Review,0,Central,All India,Healthcare,Stipend,100000,19,61,500000,General,Any,Diploma,Online,Gov Assistance Scheme - 718,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10102,77,Non-Binary,New York,Urban,2881.48,Unemployed,Primary,5,Yes,09-03-25,29,Approved,2500,Central,All India,Skill Development,Subsidy,42000,3,33,300000,EWS,Non-Binary,Diploma,Online,Gov Assistance Scheme - 590,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10103,75,Male,Texas,Urban,1026.56,Private Sector,Primary,2,Yes,19-04-25,63,Under Review,0,State,Texas,Healthcare,Scholarship,5000,12,32,500000,OBC,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 356,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10104,51,Male,New York,Rural,3997.19,Self-Employed,Secondary,5,Yes,24-01-25,14,Pending,0,Central,All India,Healthcare,Subsidy,21000,8,77,500000,OBC,Non-Binary,School,Offline,Gov Assistance Scheme - 520,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10105,52,Male,California,Urban,3932.77,Private Sector,Tertiary,6,No,26-06-25,70,Rejected,0,Central,All India,Education & Learning,Stipend,73000,10,48,300000,Any,Non-Binary,PhD,Offline,Gov Assistance Scheme - 551,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10106,66,Non-Binary,California,Urban,1680.71,Public Sector,,8,No,27-08-25,41,Rejected,0,State,California,Housing,Direct Benefit Transfer,67000,8,76,800000,OBC,Male,Diploma,Online,Gov Assistance Scheme - 389,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10107,73,Non-Binary,New York,Rural,1884.27,Student,Tertiary,8,No,14-12-25,81,Rejected,500,Central,All India,Housing,Subsidy,11000,4,73,300000,ST,Any,Higher Secondary,Online+Offline,Gov Assistance Scheme - 984,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10108,75,Male,Florida,Rural,1576.7,Unemployed,,6,No,12-11-25,22,Rejected,1200,Central,All India,Social Welfare,Grant,18000,10,48,500000,General,Any,UG,Online+Offline,Gov Assistance Scheme - 389,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10109,61,Female,Illinois,Rural,1736.86,Self-Employed,Secondary,6,No,09-01-25,81,Pending,1200,Central,All India,Education & Learning,Direct Benefit Transfer,43000,8,33,500000,EWS,Any,UG,Offline,Gov Assistance Scheme - 546,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10110,53,Female,Illinois,Rural,1808.05,Unemployed,Primary,7,No,05-07-25,37,Under Review,1200,Central,All India,Skill Development,Grant,29000,6,41,200000,General,Male,PhD,Online+Offline,Gov Assistance Scheme - 812,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10111,26,Female,Texas,Urban,4769.28,Unemployed,Secondary,3,No,10-10-25,32,Under Review,2500,Central,All India,Healthcare,Scholarship,26000,18,59,500000,Any,Female,Diploma,Offline,Gov Assistance Scheme - 831,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10112,68,Female,Illinois,Rural,3805.23,Public Sector,Tertiary,7,Yes,03-04-25,79,Under Review,2500,Central,All India,Social Welfare,Grant,74000,15,39,500000,Any,Female,Vocational,Online+Offline,Gov Assistance Scheme - 530,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10113,41,Male,Illinois,Rural,2031.69,Unemployed,Primary,8,Yes,24-10-25,1,Approved,2500,State,Illinois,Skill Development,Direct Benefit Transfer,26000,4,55,200000,EWS,Female,Higher Secondary,Offline,Gov Assistance Scheme - 880,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10114,64,Non-Binary,California,Urban,1027.92,Public Sector,Secondary,1,No,10-09-25,35,Rejected,0,Central,All India,Housing,Direct Benefit Transfer,27000,13,70,300000,EWS,Any,Diploma,Offline,Gov Assistance Scheme - 591,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10115,76,Female,Illinois,Urban,1634.07,Student,Primary,5,Yes,23-08-25,78,Under Review,0,Central,All India,Education & Learning,Scholarship,16000,5,69,800000,EWS,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 638,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10116,60,Female,California,Rural,2256.65,Unemployed,Tertiary,4,No,22-04-25,33,Under Review,0,Central,All India,Agriculture,Direct Benefit Transfer,23000,12,52,500000,OBC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 650,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
