application_id,age,gender,state,residence_type,income,employment_status,education_level,family_members,disability_status,application_date,eligibility_score,application_status,subsidy_amount,level,state_ut,schemecategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags,eligible
GOV-10408,38,Non-Binary,California,Urban,661.25,Private Sector,Primary,6,No,28-01-25,13,Pending,0,Central,All India,Housing,Subsidy,91000,16,48,300000,SC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 898,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10362,29,Male,Illinois,Rural,952.41,Public Sector,Secondary,4,No,24-09-25,58,Approved,2500,Central,All India,Agriculture,Grant,74000,0,42,200000,General,Male,PG,Offline,Gov Assistance Scheme - 511,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10118,39,Female,Illinois,Rural,838.47,Public Sector,Primary,4,Yes,23-07-25,82,Rejected,1200,Central,All India,Healthcare,Subsidy,30000,3,80,200000,General,Any,PhD,Offline,Gov Assistance Scheme - 388,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10489,43,Non-Binary,Illinois,Rural,1864.94,Unemployed,Tertiary,3,Yes,11-10-25,78,Under Review,500,State,Illinois,Skill Development,Stipend,58000,2,44,300000,EWS,Any,Diploma,Online,Gov Assistance Scheme - 539,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11574,34,Female,Texas,Urban,1029.57,Unemployed,,8,No,05-10-25,99,Approved,0,State,Texas,Healthcare,Direct Benefit Transfer,26000,22,40,800000,EWS,Female,UG,Online,Gov Assistance Scheme - 317,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10177,32,Male,Illinois,Urban,1044.71,Private Sector,,4,No,18-01-25,39,Pending,1200,Central,All India,Skill Development,Stipend,78000,5,41,200000,General,Any,UG,Online+Offline,Gov Assistance Scheme - 492,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10089,64,Non-Binary,California,Urban,2092.94,Self-Employed,,4,No,03-04-25,5,Approved,2500,Central,All India,Healthcare,Subsidy,61000,15,78,500000,General,Non-Binary,Diploma,Online,Gov Assistance Scheme - 213,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10962,18,Male,Illinois,Rural,1172.24,Public Sector,Primary,8,Yes,20-05-25,94,Rejected,500,State,Illinois,Housing,Stipend,75000,11,48,800000,General,Any,Diploma,Online,Gov Assistance Scheme - 642,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11826,56,Non-Binary,Texas,Rural,4496.65,Student,Secondary,3,No,03-03-25,5,Rejected,2500,State,Texas,Skill Development,Scholarship,100000,15,65,200000,Any,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 471,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11174,43,Male,New York,Urban,472.71,Unemployed,Primary,6,Yes,30-09-25,97,Rejected,0,Central,All India,Education & Learning,Grant,27000,0,75,800000,EWS,Any,Vocational,Online,Gov Assistance Scheme - 102,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10017,37,Male,Illinois,Rural,1759.17,Self-Employed,Primary,6,No,13-09-25,96,Rejected,2500,Central,All India,Housing,Stipend,14000,13,80,300000,ST,Any,Vocational,Offline,Gov Assistance Scheme - 270,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11508,65,Non-Binary,Illinois,Rural,3805.01,Unemployed,Secondary,8,Yes,03-01-25,74,Rejected,1200,State,Illinois,Skill Development,Stipend,31000,0,70,300000,EWS,Male,PhD,Online+Offline,Gov Assistance Scheme - 822,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10977,30,Non-Binary,Texas,Rural,2790.72,Public Sector,Tertiary,1,Yes,03-01-25,57,Rejected,2500,State,Texas,Housing,Scholarship,82000,0,48,300000,Any,Any,School,Offline,Gov Assistance Scheme - 612,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11229,34,Female,Texas,Urban,3247.67,Student,Tertiary,7,No,22-11-25,46,Pending,500,State,Texas,Housing,Direct Benefit Transfer,59000,10,51,300000,EWS,Female,School,Offline,Gov Assistance Scheme - 725,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11674,43,Female,New York,Rural,4760.63,Private Sector,,1,No,05-01-25,61,Rejected,1200,State,New York,Housing,Subsidy,12000,6,78,300000,EWS,Female,PhD,Offline,Gov Assistance Scheme - 411,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10165,85,Female,Illinois,Urban,565.35,Self-Employed,Primary,8,Yes,08-01-25,96,Approved,2500,Central,All India,Social Welfare,Scholarship,26000,10,70,200000,Any,Any,PhD,Online+Offline,Gov Assistance Scheme - 422,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11566,72,Non-Binary,New York,Rural,2384.18,Self-Employed,,1,No,28-01-25,59,Rejected,0,State,New York,Housing,Direct Benefit Transfer,19000,14,58,800000,EWS,Any,PhD,Offline,Gov Assistance Scheme - 242,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10590,39,Non-Binary,California,Rural,106.48,Student,Secondary,4,Yes,12-03-25,96,Pending,1200,State,California,Education & Learning,Scholarship,74000,15,75,200000,ST,Female,UG,Online,Gov Assistance Scheme - 436,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10231,69,Male,Florida,Urban,200.02,Self-Employed,Primary,6,No,02-06-25,53,Rejected,0,State,Florida,Housing,Stipend,46000,2,42,500000,ST,Female,School,Online,Gov Assistance Scheme - 247,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11266,39,Non-Binary,Texas,Rural,990.67,Self-Employed,Tertiary,3,Yes,10-07-25,15,Rejected,0,State,Texas,Agriculture,Direct Benefit Transfer,78000,12,69,500000,General,Any,Diploma,Online+Offline,Gov Assistance Scheme - 682,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11457,27,Female,New York,Rural,1939.6,Public Sector,,5,No,29-01-25,32,Approved,0,State,New York,Housing,Stipend,75000,5,57,800000,ST,Non-Binary,Higher Secondary,Online,Gov Assistance Scheme - 480,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10901,38,Female,New York,Rural,360.63,Private Sector,Primary,1,No,24-07-25,2,Pending,0,State,New York,Social Welfare,Subsidy,17000,21,68,800000,OBC,Any,Higher Secondary,Online+Offline,Gov Assistance Scheme - 547,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10194,26,Male,Texas,Rural,2420.3,Unemployed,Secondary,5,No,05-08-25,73,Pending,500,State,Texas,Education & Learning,Scholarship,39000,17,76,200000,EWS,Any,Vocational,Online+Offline,Gov Assistance Scheme - 165,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10435,40,Female,Illinois,Urban,2018.08,Self-Employed,Primary,8,No,30-03-25,95,Rejected,1200,Central,All India,Healthcare,Subsidy,32000,14,49,500000,ST,Male,PG,Online+Offline,Gov Assistance Scheme - 210,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11190,44,Female,Texas,Urban,4861.01,Student,,7,Yes,21-07-25,28,Under Review,500,Central,All India,Agriculture,Direct Benefit Transfer,77000,13,49,500000,ST,Female,Diploma,Offline,Gov Assistance Scheme - 251,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10793,63,Female,California,Rural,3638.26,Private Sector,Primary,7,Yes,13-04-25,24,Rejected,1200,State,California,Skill Development,Subsidy,56000,23,69,200000,General,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 402,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10346,32,Female,Florida,Rural,437.17,Self-Employed,,2,Yes,23-06-25,53,Pending,2500,Central,All India,Healthcare,Scholarship,63000,15,37,200000,EWS,Any,PhD,Online+Offline,Gov Assistance Scheme - 981,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10669,23,Male,Illinois,Rural,2347.14,Public Sector,Primary,8,No,29-05-25,94,Pending,1200,Central,All India,Housing,Grant,78000,21,43,800000,ST,Non-Binary,PG,Offline,Gov Assistance Scheme - 944,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11670,30,Female,Texas,Urban,1343.24,Private Sector,Tertiary,7,No,28-07-25,35,Rejected,0,State,Texas,Housing,Subsidy,93000,19,35,200000,EWS,Any,UG,Online,Gov Assistance Scheme - 827,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11777,23,Male,California,Rural,1195.03,Private Sector,Tertiary,6,Yes,04-07-25,59,Rejected,500,State,California,Healthcare,Direct Benefit Transfer,33000,20,44,200000,Any,Non-Binary,UG,Offline,Gov Assistance Scheme - 764,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10136,65,Male,California,Rural,4377.12,Private Sector,Secondary,7,Yes,13-07-25,14,Under Review,0,State,California,Housing,Grant,34000,5,65,200000,Any,Male,UG,Offline,Gov Assistance Scheme - 314,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10751,18,Female,New York,Urban,640.93,Public Sector,Primary,2,No,14-10-25,96,Pending,500,Central,All India,Social Welfare,Direct Benefit Transfer,55000,2,44,200000,Any,Female,PG,Offline,Gov Assistance Scheme - 155,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11499,76,Non-Binary,New York,Urban,3204.59,Self-Employed,Tertiary,8,Yes,15-07-25,40,Approved,2500,State,New York,Healthcare,Direct Benefit Transfer,54000,14,47,200000,General,Non-Binary,Diploma,Offline,Gov Assistance Scheme - 989,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10376,54,Non-Binary,Texas,Urban,3030.19,Private Sector,,3,Yes,19-08-25,49,Rejected,0,Central,All India,Healthcare,Scholarship,42000,19,52,200000,OBC,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 219,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10385,37,Female,New York,Urban,2129.71,Public Sector,,3,Yes,07-05-25,82,Pending,1200,Central,All India,Healthcare,Scholarship,70000,2,58,800000,EWS,Female,PG,Online,Gov Assistance Scheme - 383,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10896,74,Non-Binary,New York,Urban,1293.64,Unemployed,,3,Yes,03-08-25,25,Under Review,0,State,New York,Education & Learning,Subsidy,70000,22,68,500000,OBC,Any,Diploma,Online,Gov Assistance Scheme - 138,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10593,82,Female,Florida,Rural,4822.12,Self-Employed,Tertiary,5,Yes,24-10-25,17,Rejected,2500,Central,All India,Agriculture,Direct Benefit Transfer,93000,9,68,500000,OBC,Non-Binary,PG,Offline,Gov Assistance Scheme - 446,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10476,46,Non-Binary,New York,Rural,3019.19,Self-Employed,Primary,7,No,23-01-25,94,Rejected,1200,State,New York,Housing,Direct Benefit Transfer,95000,19,73,500000,OBC,Non-Binary,Vocational,Online,Gov Assistance Scheme - 177,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10499,58,Female,Illinois,Urban,1377.84,Private Sector,,4,No,08-07-25,76,Under Review,0,Central,All India,Skill Development,Direct Benefit Transfer,93000,16,35,300000,OBC,Male,Higher Secondary,Online+Offline,Gov Assistance Scheme - 851,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11106,41,Male,Illinois,Urban,2762.08,Student,Secondary,2,No,13-06-25,33,Rejected,0,Central,All India,Social Welfare,Scholarship,49000,10,60,500000,Any,Male,PhD,Online,Gov Assistance Scheme - 987,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
